"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"June 2, 2017",Illinois,Chicago,"7900 block of S May",0,1,N/A
"June 1, 2017",Minnesota,Ellendale,"84820 310th St",0,1,N/A
"May 31, 2017",Mississippi,Jackson,"Shadowlawn Dr and Sage Crest Ave",0,1,N/A
"May 29, 2017",Ohio,Cleveland,"Ansel Rd and E 93rd St",0,1,N/A
"May 29, 2017",Kentucky,London,"Fiechter Lane",0,1,N/A
"May 28, 2017",Indiana,Warsaw,"920 Anchorage Road",0,1,N/A
"May 26, 2017",Colorado,"Eagle (county)",N/A,0,1,N/A
"May 23, 2017",Washington,Tacoma,"600 block of S Sprague Ave",0,1,N/A
"May 21, 2017",Florida,"West Palm Beach","100 E 27th St",0,1,N/A
"May 20, 2017",Virginia,Petersburg,"100 block of Perry St",0,1,N/A
"May 20, 2017",Indiana,Lafayette,"3900 block of Amelia Avenue",0,1,N/A
"May 18, 2017",Washington,Vancouver,"4710 NE 49th Ave",0,1,N/A
"May 17, 2017",Missouri,"Saint Louis","5900 block of Lalite Ave",0,1,N/A
"May 16, 2017",Oregon,Bend,N/A,0,1,N/A
"May 14, 2017",Louisiana,Kenner,"3244 Georgia Ave",0,1,N/A
"May 13, 2017",Tennessee,Memphis,"4500 block of Dearing Rd",0,1,N/A
"May 13, 2017",Indiana,Goshen,"2200 block of Edward Drive",0,1,N/A
"May 11, 2017",Kentucky,"Greenup (county)",N/A,0,1,N/A
"May 10, 2017","North Carolina","Taylorsville (Ellendale)","Zeb Watts Road",0,1,N/A
"May 9, 2017",Indiana,Pekin,"10800 block of Honey Run Rd",0,1,N/A
"May 9, 2017",Nevada,Sparks,"Pyramid Way and York Way",0,1,N/A
"May 9, 2017",Idaho,"Bonner (county)",N/A,0,0,N/A
"May 8, 2017",Michigan,"New Baltimore (Chesterfield Township)","25000 block of Briartowne Boulevard",0,1,N/A
"May 6, 2017",Nebraska,Linwood,N/A,0,1,N/A
"May 6, 2017",Missouri,"Saint Louis","1900 block of President St",0,1,N/A
"May 6, 2017",Pennsylvania,Bristol,"700 block of Spruce St",0,1,N/A
"May 5, 2017",Texas,"San Angelo","800 block of Upton St",0,1,N/A
"May 4, 2017","New York",Smyrna,N/A,0,1,N/A
"May 4, 2017",Florida,"Pensacola (Bellview)","Wickford Ln and Durham Dr",0,1,N/A
"May 3, 2017",Iowa,"Iowa City",N/A,0,1,N/A
"May 2, 2017",Wisconsin,"Green Bay","Plymouth and Fisk",0,1,N/A
"May 2, 2017",Florida,"Lake Worth","Holiday Dr and Lake Worth Rd",0,1,N/A
"May 2, 2017",Illinois,Chicago,"South Halsted and 18th St",0,1,N/A
"May 1, 2017",Virginia,"Newport News","1300 block of Roanoke Ave",0,1,N/A
"April 29, 2017",Kentucky,Radcliff,"Daneswood Court",0,1,N/A
"April 28, 2017","North Dakota",Dickinson,"300 block of Anna St",0,1,N/A
"April 28, 2017","North Carolina","Fuquay Varina","Fishing Ct",0,1,N/A
"April 26, 2017",Georgia,"Oglethorpe (county)",N/A,0,1,N/A
"April 25, 2017","Rhode Island","Central Falls","Parker St",0,1,N/A
"April 25, 2017",Louisiana,"Baton Rouge","S 16th St at Wisteria St",0,1,N/A
"April 24, 2017",Mississippi,Jackson,"2000 block of Martin Luther King Jr. Drive",0,1,N/A
"April 24, 2017",Pennsylvania,Philadelphia,"5300 block of Lindbergh Blvd",0,1,N/A
"April 22, 2017",Minnesota,Hawley,N/A,0,1,N/A
"April 19, 2017",Missouri,"Saint Louis","1900 block of Hebert St",0,1,N/A
"April 16, 2017",Utah,Midvale,"7940 Main St",0,1,N/A
"April 16, 2017","New York","South Dayton",N/A,0,1,N/A
"April 14, 2017",Tennessee,Memphis,"7638 Riggory Cove",0,1,N/A
"April 13, 2017",Texas,Lubbock,"3200 block of 33rd St",0,1,N/A
"April 12, 2017",California,Montebello,"200 block of N 6th",0,1,N/A
"April 8, 2017",Pennsylvania,Punxsutawney,"693 E Market Street",0,1,N/A
"April 8, 2017",Pennsylvania,Punxsutawney,"693 E Market St",0,1,N/A
"April 6, 2017",Virginia,"Newport News","600 block of Dresden Dr",0,1,N/A
"April 4, 2017",Virginia,"Newport News","684 Dresden Drive",0,1,N/A
"April 3, 2017",Alabama,Tuscaloosa,"600 block of Crescent Ridge Rd",0,1,N/A
"April 2, 2017",Virginia,Richmond,"1900 block of Redd Street",0,1,N/A
"March 29, 2017",California,Indio,N/A,0,1,N/A
"March 28, 2017",Iowa,Marion,"Mary Drive",0,1,N/A
"March 27, 2017",California,"San Diego","6000 Brooklyn Ave",0,1,N/A
"March 27, 2017",Michigan,Roseville,"26000 block of Pattow Street",0,1,N/A
"March 26, 2017",Virginia,"Virginia Beach","3700 block of Landstown Rd",0,2,N/A
"March 26, 2017",California,Lodi,"School St and Tamarack Dr",0,1,N/A
"March 25, 2017",Virginia,"Virginia Beach","3700 block of Landstown Road",0,2,N/A
"March 24, 2017",Kansas,Wichita,"1800 block of South Broadway",0,3,N/A
"March 24, 2017",Tennessee,Nashville,"3000 block of Nolensville Pike",0,1,N/A
"March 21, 2017",Virginia,Cana,"8161 Wards Gap Road",0,1,N/A
"March 21, 2017",Florida,Fellsmere,"9900 block of 134th Ct",0,1,N/A
"March 20, 2017",Michigan,Detroit,"13700 block of Pfent St",0,1,N/A
"March 18, 2017",Colorado,"Denver (Northglenn)","18000 block of Washington St",0,1,N/A
"March 15, 2017",Arkansas,Mountainburg,N/A,0,2,N/A
"March 13, 2017",Michigan,Lansing,"900 block of N Walnut St",0,1,N/A
"March 12, 2017",Texas,Austin,"700 block of Hatton Hill Lane",0,1,N/A
"March 10, 2017",Arkansas,"Little Rock","304 Santa Fe Trail",0,2,N/A
"March 2, 2017",Arkansas,Springdale,"100 block of Sunny Dale Dr",0,1,N/A
"February 28, 2017",Louisiana,"New Roads","Highway 10",0,2,N/A
"February 24, 2017",Arkansas,Osceola,"4610 W Keiser Ave",0,1,N/A
"February 23, 2017",Nebraska,Lincoln,"2100 Block of A St",0,1,N/A
"February 22, 2017",Kansas,"Wichita (Park City)","500 E 63rd Street North",0,1,N/A
"February 22, 2017",California,Bakersfield,"1311 Reese Street",0,1,N/A
"February 21, 2017",Ohio,Massillon,"2600 Harold Ave SE",0,1,N/A
"February 17, 2017","New York",Binghamton,"121 Susquehanna St",0,4,N/A
"February 13, 2017","South Carolina","North Charleston","4616 Hyde Ave",0,1,N/A
"February 13, 2017",Florida,Bryceville,"1504 County Road 119",0,1,N/A
"February 12, 2017",California,Victorville,"16800 Block of Tracy St",0,1,N/A
"February 12, 2017","South Carolina","Great Falls","3035 Scott Road",0,2,N/A
"February 9, 2017",Ohio,Masury,"500 block of Nellie St",0,1,N/A
"February 9, 2017",Kansas,Wilson,"400 block of 30th St",0,1,N/A
"February 4, 2017","South Carolina",Ridgeland,"100 block of Wise Street",0,1,N/A
"February 3, 2017","South Carolina","North Charleston","4800 block of Gaynor Avenue",0,1,N/A
"February 3, 2017",Pennsylvania,Allentown,"5th and Allen Streets",0,1,N/A
"January 29, 2017",Illinois,Springfield,"200 block of East Canedy Street",0,1,N/A
"January 28, 2017",Connecticut,"Vernon Rockville (Vernon)","102 Talcott Ave",0,1,N/A
"January 27, 2017",Washington,"Mill Creek","15310 Main St",0,1,N/A
"January 23, 2017",Arizona,Mesa,"Stapley Drive and Main Street",0,1,N/A
"January 20, 2017",Virginia,Callaway,"200 block of Isolane Road",0,1,N/A
"January 16, 2017","South Carolina",Aiken,"Robinwood Drive",0,1,N/A
"January 15, 2017",Pennsylvania,"Warriors Mark","Scotia Range Rd",0,1,N/A
"January 15, 2017",Louisiana,Shreveport,"7100 block of W Canal Blvd",0,1,N/A
"January 14, 2017",Florida,Seminole,"11439 60th Terrace N",0,1,N/A
"January 14, 2017",Ohio,"Cincinnati (North College Hill)","6800 block of Parish Road",0,1,N/A
"January 14, 2017",Mississippi,Iuka,N/A,0,1,N/A
"January 14, 2017","South Carolina","Union (county)",N/A,0,1,N/A
"January 10, 2017",Louisiana,Baker,"Shilo Dr",0,1,N/A
"January 7, 2017",Washington,Seattle,"27th SW and SW Cambridge",0,1,N/A
"January 7, 2017",Missouri,Florissant,"3500 block of Sugar Crest Dr",0,1,N/A
"January 7, 2017",Michigan,Jackson,"200 block of Griswold St",0,1,N/A
"January 2, 2017",Ohio,Columbus,"680 block of Racine Avenue",0,1,N/A
"January 2, 2017",Kansas,Hutchinson,"2203 West Nickerson Boulevard",0,1,N/A
"January 1, 2017",Georgia,Atlanta,N/A,0,2,N/A
"December 31, 2016","North Carolina",Morganton,"1419 Havenwood Drive",0,1,N/A
"December 31, 2016","North Carolina",Morgantown,"Havenwood Dr",0,1,N/A
"December 29, 2016",Illinois,"Williamson (county)","Locust Grove Road",0,3,N/A
"December 29, 2016",Washington,"Rock Island",N/A,0,1,N/A
"December 29, 2016",Texas,Lufkin,"500 block of FM 843",0,1,N/A
"December 27, 2016",Pennsylvania,Farmington,N/A,0,1,N/A
"December 27, 2016",Tennessee,"Mount Juliet","Davis Corner Road",0,1,N/A
"December 27, 2016",Tennessee,Nashville,"I-440 at Nolensville Pike",0,1,N/A
"December 27, 2016",Indiana,Campbellsburg,"6900 block of North Starr Road",0,1,N/A
"December 27, 2016",Arizona,Phoenix,"39th Avenue and Thomas Road",0,1,N/A
"December 24, 2016",Massachusetts,Westfield,"Sackett Street",0,1,N/A
"December 24, 2016",Louisiana,Shreveport,"5800 Block of Attaway Street",0,1,N/A
"December 21, 2016","South Carolina",Gaffney,N/A,0,1,N/A
"December 20, 2016",Ohio,"Gallia (county)","Turkey Run Road",0,1,N/A
"December 18, 2016","North Carolina",Charlotte,"4900 block of Arborwood Dr",0,1,N/A
"December 17, 2016",Texas,Waco,"9th Street and Colcord Avenue",0,1,N/A
"December 17, 2016",Kentucky,Hopkinsville,"117 N Kentucky Ave",0,1,N/A
"December 17, 2016",Florida,"Saint Petersburg (St Petersburg)","7949 50th Avenue North",0,1,N/A
"December 14, 2016",Ohio,Cleveland,"Lee Road and DeForest Avenue",0,1,N/A
"December 12, 2016",Texas,"College Station","700 Dominik Drive",0,1,N/A
"December 11, 2016",Missouri,Columbia,"Ballenger Lane",0,1,N/A
"December 7, 2016",Illinois,Springfield,"1100 block of East Mason Street",0,1,N/A
"December 5, 2016",Oklahoma,Mcalester,N/A,0,1,N/A
"December 4, 2016",Florida,Kissimmee,"5678 W Irlo Bronson Memorial Hwy",0,1,N/A
"December 4, 2016",Indiana,"New Goshen",N/A,0,1,N/A
"December 1, 2016",Louisiana,"New Orleans","6000 block of Downman Road",0,1,N/A
"November 30, 2016",Oklahoma,"Pontotoc (county)","County Road 1610",0,1,N/A
"November 28, 2016",California,Norwalk,"14000 block of Jersey Ave",0,1,N/A
"November 27, 2016",Michigan,Deerfield,N/A,0,1,N/A
"November 27, 2016",Illinois,Chicago,"4500 block of West Congress Parkway",0,1,N/A
"November 27, 2016",Wisconsin,Chetek,"500 block of Tainter Street",0,1,N/A
"November 25, 2016","North Carolina",Warne,"White Oak Drive",0,1,N/A
"November 19, 2016",Illinois,"Pembroke Township","13500E block of 2000S Road",0,1,N/A
"November 18, 2016",Idaho,Kuna,"W Hubbard Rd and S Meridian Rd",0,1,N/A
"November 15, 2016",Michigan,"Alcona (county)",N/A,0,1,N/A
"November 13, 2016",Oregon,Lebanon,"36400 block of Gore Drive",0,1,N/A
"November 13, 2016",Indiana,Vevay,"Ashland Cove Road",0,1,N/A
"November 13, 2016","New Jersey",Paterson,"Fair Street",0,1,N/A
"November 12, 2016","New Hampshire",Nashua,"E Pearl St",0,1,N/A
"November 12, 2016",Michigan,"Grand Rapids","Griggs Street",0,1,N/A
"November 11, 2016",Wisconsin,"Oconto (county)",N/A,0,1,N/A
