"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"March 12, 2016",Iowa,Oskaloosa,"1593 290th Street",1,0,N/A
"March 7, 2016","West Virginia",Morgantown,"Church Hill Drive",1,0,N/A
"March 6, 2016",Mississippi,Laurel,"County Road 237",1,0,N/A
"March 5, 2016","South Dakota",Yankton,"East Side Drive",1,0,N/A
"February 27, 2016",Florida,"Miami Gardens","2200 block of Northwest 172nd Terrace",1,0,N/A
"February 21, 2016",Florida,Fountain,"11601 Nonawood Road",1,0,N/A
"February 21, 2016",Mississippi,Philadelphia,"Highway 16 West Pearl River Resort - Choctaw",1,0,N/A
"February 20, 2016",Ohio,Cleveland,N/A,1,0,N/A
"February 19, 2016",Louisiana,"Baton Rouge","2138 Tennessee Street",1,0,N/A
"February 18, 2016",Louisiana,"Baton Rouge","3811 Bradley Street",1,0,N/A
"February 13, 2016",Nevada,"Las Vegas","Buffalo and Vegas Drive",1,0,N/A
"February 11, 2016",Georgia,Lawrenceville,"1600 block of Balvaird Drive",1,0,N/A
"February 11, 2016","New York",Brooklyn,"703 Miller Avenue",1,0,N/A
"February 8, 2016",Florida,Orlando,"4700 block of Spottswood Drive",1,0,N/A
"January 30, 2016",Georgia,Atlanta,"Meadowglen Village Lane",1,0,N/A
"January 25, 2016",Texas,Baytown,"4100 block of Tumbleweed",2,0,N/A
"January 25, 2016",Kentucky,"White Plains","Farmers Crossing Road",1,0,N/A
"January 22, 2016",Florida,"Delray Beach (West Delray Beach)","8000 block of Sawpine Drive",1,0,N/A
"January 20, 2016",Indiana,Charlestown,"Sycamore Drive and Cottonwood Lane",1,0,N/A
"January 17, 2016",Missouri,"Saint Louis","5300 block of Patton Ave",1,0,N/A
"January 16, 2016",Louisiana,"Baton Rouge","1915 Birch Street",1,0,N/A
"January 16, 2016",Texas,Houston,"5203 Dumfries Drive",1,0,N/A
"January 14, 2016",Pennsylvania,Hummelstown,"200 block of West Main Street",1,0,N/A
"January 12, 2016",Ohio,Cincinnati,"1200 block of Blanchard Avenue",1,0,N/A
"January 11, 2016",Pennsylvania,Duncannon,"11D Rebecca Dr",1,1,N/A
"January 9, 2016",Alabama,Auburn,"400 block of Webster Road",1,0,N/A
"January 9, 2016",Alabama,Mobile,"2100 block of Agate Avenue",1,0,N/A
"January 4, 2016",Tennessee,Memphis,"1400 block of Briercrest Lane",2,1,N/A
"January 2, 2016",Alabama,Mobile,"3577 Dauphin Island Pkwy",1,0,N/A
"December 31, 2015",Mississippi,"Rolling Fork","68 Frontage Road",1,0,N/A
"December 30, 2015",Georgia,Lithonia,"4500 block of Idlewood Park",1,0,N/A
"December 24, 2015",Tennessee,Nashville,"400 block of Wilclay Drive",1,0,N/A
"December 22, 2015",Wisconsin,Beloit,"212 8th Street",1,0,N/A
"December 21, 2015",Pennsylvania,Pittsburgh,"200 block of Mathilda Street",3,0,N/A
"December 21, 2015",Missouri,"Poplar Bluff","500 section of County Road 42222",1,0,N/A
"December 19, 2015",Louisiana,Thibodaux,"117 Violet St",1,0,N/A
"December 19, 2015",Mississippi,Magee,N/A,1,0,N/A
"December 18, 2015",Louisiana,Patterson,"Grandwood Drive",1,0,N/A
"December 13, 2015",Mississippi,Natchez,"Mount Carmel Road",1,0,N/A
"December 13, 2015",Missouri,"Kansas City","Interstate 435 and Winner Road",1,0,N/A
"December 12, 2015",Florida,Tampa,"4611 E Whiteway Drive",1,0,N/A
"December 10, 2015",Texas,"Universal City","300 block of Madrid",1,0,N/A
"December 5, 2015",Colorado,Englewood,"South Santa Fe Drive",1,0,N/A
"December 4, 2015",Louisiana,"Baton Rouge","2323 Spain St",1,0,N/A
"December 3, 2015",Texas,"Webb (county)","Farm to Market 2050 Rd",1,0,N/A
"November 29, 2015",Minnesota,"Itasca (county)","E. Natures Trail",1,0,N/A
"November 28, 2015",Arkansas,Jonesboro,"710 N. Caraway Road",1,0,N/A
"November 27, 2015",Florida,"West Palm Beach","1601 W 37th St",1,0,N/A
"November 19, 2015",Virginia,Bohannon,"The Long Ln and Myrtle Grove Ln",1,0,N/A
"November 19, 2015",Louisiana,"Saint Gabriel (Iberville)","Stassi Rd.",1,0,N/A
"November 15, 2015",Pennsylvania,York,"200 block of North Richland Avenue",1,0,N/A
"November 14, 2015",Arkansas,Lockesburg,"376 Arkansas 24",1,0,N/A
"November 12, 2015","New York",Bronx,"363 East 171st Street",1,0,N/A
"November 7, 2015",California,"Los Angeles","3500 block of Cesar Chavez Avenue",1,0,N/A
"October 23, 2015",Louisiana,Alexandria,N/A,1,0,N/A
"October 20, 2015",Washington,Lakewood,"150th St SW and Woodbrook Dr SW",1,0,N/A
"October 18, 2015",Illinois,Effingham,"3200 block of South Banker Street",1,0,N/A
"October 17, 2015",Ohio,Pandora,"13915 Road 3",1,0,N/A
"October 17, 2015",Idaho,Meridian,"2300 block of E. Franklin Road",1,0,N/A
"October 15, 2015","South Carolina",Anderson,"Dalrymple Road",1,0,N/A
"October 13, 2015",Louisiana,"Baton Rouge","Hooper Road",1,0,N/A
"October 10, 2015",Maryland,Henderson,"Ell Downes Road",1,0,N/A
"October 5, 2015",Georgia,"Union City","4300 Flat Shoals Road",1,0,N/A
"October 4, 2015",California,Exeter,"Horse Meadow",1,0,N/A
"October 3, 2015",Michigan,Detroit,"14000 block of Steel Street",1,0,N/A
"October 2, 2015",Ohio,Carrollton,"8400 block of Bay Road",1,0,N/A
"October 2, 2015",Florida,Jacksonville,"Bullfinch Court",1,0,N/A
"October 1, 2015","New Mexico",Tucumcari,"700 block of S 7th St",1,1,N/A
"September 26, 2015",Indiana,Evansville,"500 block of S. Linwood",1,0,N/A
"September 23, 2015",Texas,"San Antonio","1700 block of South Hamilton Street",1,0,N/A
"September 13, 2015",Colorado,"Cedaredge (Grand Mesa)",N/A,1,0,N/A
"September 12, 2015",Georgia,Forsyth,"175 Rumble Road",1,0,N/A
"September 11, 2015",Kansas,"Fort Riley",N/A,1,0,N/A
"September 11, 2015","New York","Far Rockaway","2204 Collier Ave",1,0,N/A
"September 8, 2015",Illinois,Peoria,"2100 block of West Starr St",1,0,N/A
"August 24, 2015",Arizona,Buckeye,N/A,1,0,N/A
"August 24, 2015",Georgia,Ringgold,"385 Edgemond Circle",1,0,N/A
"August 20, 2015",Georgia,Thomaston,"105 Third St",1,0,N/A
"August 20, 2015",Texas,"Fort Worth (Benbrook)","5600 block of Shallow Run",1,0,N/A
"August 20, 2015","South Carolina",Charleston,"7400 block of Northside Drive",1,0,N/A
"August 13, 2015",Florida,Hollywood,"5321 NW 27th Place",1,0,N/A
"August 12, 2015",Illinois,Chicago,"700 block of North Homan",1,0,N/A
"August 10, 2015",Kentucky,Catlettsburg,"600 block of 28th Street",1,0,N/A
"August 9, 2015",Florida,"Pomona Park","110 Pine Ave",1,0,N/A
"August 6, 2015",Pennsylvania,Smicksburg,"381 Whitaker Rd",1,0,N/A
"August 6, 2015",Pennsylvania,Smicksburg,"Whitaker Road",1,0,N/A
"August 5, 2015",Tennessee,Springfield,"Clinard Road",1,0,N/A
"July 30, 2015",Kentucky,Louisville,"9700 block of Hudson Lane",1,0,N/A
"July 30, 2015",Florida,"Fort Lauderdale (Cooper City)","10000 41st Street",1,0,N/A
"July 27, 2015",Colorado,Pueblo,"2100 block of E. 14th Street",1,0,N/A
"July 26, 2015","North Carolina",Newton,"2818 Rocky Ford Rd",1,0,N/A
"July 20, 2015",Wisconsin,Cassville,"11129 Saint Charles Rd",1,0,N/A
"July 20, 2015",Texas,Fresno,"1000 block of Cove Crest Trail",1,0,N/A
"July 16, 2015",Texas,"San Antonio","5400 block of War Cloud Drive",1,0,N/A
"July 15, 2015",Ohio,Salem,"6746 Salem Township Highway 103",1,0,N/A
"July 12, 2015",Connecticut,Berlin,"65 Division Street",1,0,N/A
"June 26, 2015",Massachusetts,Billerica,"300 block of Andover Road",1,0,N/A
"June 22, 2015",Arkansas,Blytheville,"700-block of East McHaney Drive",1,0,N/A
"June 12, 2015",Illinois,Chicago,"4700 block of West Addison Street",1,0,N/A
"June 3, 2015",Ohio,Hamilton,"700 block of Fairview Avenue",1,0,N/A
"May 23, 2015",Arkansas,"Pine Bluff","1400 block of Cherry Street",1,0,N/A
"May 22, 2015",Michigan,Kalamazoo,"700 block of Dwight Street",1,0,N/A
"May 16, 2015",California,Perris,"140 block of Metz Road",1,0,N/A
"May 11, 2015",Washington,Tacoma,"9210 South Hosmer Street",1,0,N/A
"May 10, 2015",Ohio,Leavittsburg,"205 Ruth Ave",1,0,N/A
"May 3, 2015",Minnesota,Minneapolis,"4100 block of Fremont Avenue North",1,0,N/A
"May 1, 2015",California,Klamath,"100 block of Klamath Boulevard",1,0,N/A
"April 29, 2015",Georgia,Augusta,"1200 block of Holden Drive",1,0,N/A
"April 19, 2015",California,Victorville,"14400 block of Moon Valley Street",1,0,N/A
"April 14, 2015",Ohio,Neffs,"Pike Street",1,0,N/A
"April 10, 2015",Florida,"Key West","2800 block of  Venetian Drive",1,0,N/A
"April 10, 2015",Texas,Houston,"11290 Fondren",1,0,N/A
"March 29, 2015","North Carolina",Wadesboro,"299 Jim Hanna Ln",1,0,N/A
"March 17, 2015",Washington,Grandview,"200 block of Avenue E",1,0,N/A
"March 17, 2015",Oklahoma,Comanche,"Highway 81",1,0,N/A
"March 13, 2015",Idaho,Caldwell,"1600 block of East Cleveland Boulevard",1,0,N/A
"March 7, 2015",Wisconsin,"Glen Flora","N7283 County Road B W",1,0,N/A
"March 6, 2015",Tennessee,Nashville,"3024 Gwynwood Drive",1,0,N/A
"March 5, 2015",Pennsylvania,Philadelphia,"2124 E Susquehanna Ave",1,0,N/A
"February 26, 2015",Texas,Garland,"3900 block of Plymouth Drive",1,0,N/A
"February 24, 2015",Iowa,Vinton,"1207 W. 4th Street",1,0,N/A
"February 21, 2015","South Dakota",Aberdeen,"38312 124th St",1,0,N/A
"February 21, 2015",Louisiana,"Baton Rouge","2014 Tennessee Street",1,0,N/A
"February 7, 2015",Texas,Dallas,"5900 block of Highland Village Dr.",1,0,N/A
"February 3, 2015",Tennessee,"Deer Lodge","Perkins Trail",1,0,N/A
"January 27, 2015",Michigan,Detroit,"15800 block of Lappin Street",1,0,N/A
"January 26, 2015",Florida,"Merritt Island","1014 Floral Lane",1,0,N/A
"January 25, 2015",Minnesota,Eagan,"1794 Silver Bell Circle",1,0,N/A
"January 18, 2015",Georgia,Baconton,N/A,1,0,N/A
"January 17, 2015","North Carolina","Hot Springs","1180 Grassy Creek Road",1,0,N/A
"January 17, 2015",Louisiana,"Baton Rouge","5800 block of South Sunset Hill Avenue",1,0,N/A
"January 15, 2015",Alabama,Irvington,"Magnolia Road",1,0,N/A
"January 1, 2015",Idaho,"Idaho Falls","900 block of South Emerson",1,0,N/A
"December 30, 2014",Florida,"West Palm Beach","2300 Caroma Lane",1,0,N/A
"December 29, 2014",Michigan,Detroit,"11200 block of Roxbury St",1,0,N/A
"December 28, 2014",Mississippi,Tylertown,"Kirklin Road",1,0,N/A
"December 27, 2014",Iowa,Traer,"Ridge Road",1,0,N/A
"December 26, 2014","West Virginia",Cameron,"North Avenue",1,1,N/A
"December 25, 2014",Kentucky,Frankfort,"Taylor Avenue",1,0,N/A
"December 25, 2014",Michigan,Detroit,"4100 block of Virginia Park",1,0,N/A
"December 21, 2014",Nevada,"Las Vegas","3600 block of Elegant Saint Court",1,0,N/A
"December 14, 2014",Wisconsin,"Pierce County","Maiden Rock",1,0,N/A
"December 11, 2014",Illinois,Lynwood,"2700 block of Lake Park Drive",1,0,N/A
"December 7, 2014","South Carolina",Greenville,"Echols Drive",1,0,N/A
"December 6, 2014",Michigan,"Jackson County","500 block of Big Rock Street",1,0,N/A
"December 4, 2014",Georgia,Savannah,"600 block of W. 54th Street",1,0,N/A
"December 4, 2014",Indiana,Kokomo,"4500 block of West 1300 South Galveston",1,0,N/A
"December 4, 2014",Texas,Arlington,"1200 block of Golden View Court",1,0,N/A
"December 1, 2014",Colorado,Yuma,"S. Albany Street",1,0,N/A
"November 29, 2014","South Carolina","Myrtle Beach","10177 N Kings Hwy",1,0,N/A
"November 28, 2014",Texas,Childress,N/A,1,0,N/A
"November 24, 2014",Texas,Atlanta,"400 block of East Thomas Street",1,0,N/A
"November 23, 2014",Utah,Kaysville,"1200 Cooper Street",1,0,N/A
"November 19, 2014","New Mexico",Albuquerque,"Central and 57th Street",1,0,N/A
"November 16, 2014",Colorado,Clifton,"3200 block of E Rood Circle",1,0,N/A
"November 13, 2014",Minnesota,Wadena,"39573 615th Ave",1,0,N/A
