"Incident Date",State,"City Or County",Address,"# Killed","# Injured",Operations
"August 3, 2018",Ohio,Ashtabula,N/A,0,1,N/A
"August 3, 2018",Texas,Bryan,"4333 Wellborn Rd",0,1,N/A
"August 3, 2018",Missouri,Corder,N/A,0,1,N/A
"August 3, 2018",Idaho,Nampa,"500 block of S 17th Ave",0,1,N/A
"August 2, 2018",Kansas,Kinsley,"E 4th St",0,1,N/A
"August 2, 2018",Texas,"San Antonio","9100 block of Bridlewood Ln",0,0,N/A
"August 2, 2018",Illinois,Chicago,"3600 block of S Union Ave",0,1,N/A
"August 2, 2018",Texas,"San Antonio","9100 block of Bridlewood Ln",0,3,N/A
"August 1, 2018",Texas,"El Paso","1100 N Yarbrough Dr",0,1,N/A
"August 1, 2018",Indiana,"South Bend","100 block of W Dayton St",0,1,N/A
"August 1, 2018",Georgia,Columbus,"1200 Warren Williams Rd",0,1,N/A
"July 31, 2018",Texas,Tomball,"19435 Ambrosia Falls Dr",0,1,N/A
"July 31, 2018",Tennessee,Murfreesboro,"1000 block of Grantland Ave",0,1,N/A
"July 31, 2018",Indiana,Anderson,"1040 Main St",0,1,N/A
"July 31, 2018",Kentucky,Berea,"100 block of Long Hollow Rd",0,1,N/A
"July 30, 2018",Maine,Lewiston,"585 Main St",0,1,N/A
"July 30, 2018",Wisconsin,Milwaukee,"Burleigh and Holton",0,2,N/A
"July 29, 2018",Kansas,Lenexa,"9601 Westgate St",0,1,N/A
"July 29, 2018",Virginia,Portsmouth,"1400 block of Lake Forest Drive",0,1,N/A
"July 29, 2018",Michigan,Alto,"8313 Pratt Lake Ave",0,1,N/A
"July 28, 2018",Virginia,Richmond,"4000 block of Lamplighter Dr",0,1,N/A
"July 28, 2018",Georgia,Newnan,"10 block of Ball St",0,1,N/A
"July 27, 2018",Colorado,"Castle Rock","600 block of Howe St",0,1,N/A
"July 27, 2018",Florida,"Miami (Doral)","10623 NW 12th St",0,1,N/A
"July 26, 2018",Florida,Eustis,"40000 block of Sunset Pl",0,1,N/A
"July 26, 2018",Missouri,Columbia,"Grindstone Pkwy and Rock Quarry Rd",0,1,N/A
"July 25, 2018",Missouri,"Saint Louis","11100 block of Mammoth Dr",0,1,N/A
"July 25, 2018",Texas,Houston,"10155 East Freeway",0,1,N/A
"July 25, 2018",Virginia,Chesapeake,"900 block of Paramont Ave",0,1,N/A
"July 25, 2018",Tennessee,Antioch,"Hamilton Chruch Rd",0,1,N/A
"July 25, 2018",Kentucky,Richmond,"900 block of Villa Drive",0,1,N/A
"July 24, 2018",Massachusetts,Amherst,"826 N Pleasant St",0,1,N/A
"July 24, 2018",California,Farmersville,"898 E Visalia Rd",1,2,N/A
"July 24, 2018",Virginia,Lynchburg,"1800 block of Rivermont Ave",0,1,N/A
"July 24, 2018",Ohio,Cincinnati,"4600 Paddock Rd",0,2,N/A
"July 24, 2018",Missouri,"Saint Louis","7880 Chatwell Dr",0,1,N/A
"July 24, 2018",Texas,"San Antonio","4507 N Loop 1604 E",0,1,N/A
"July 23, 2018",California,"Long Beach","700 block of E Medio St",0,1,N/A
"July 22, 2018",Virginia,"Roanoke (Hollins)","5700 block of Oakland Blvd",0,1,N/A
"July 22, 2018",Maryland,Hagerstown,"17000 block of Hillsdale Ct",0,1,N/A
"July 22, 2018",Ohio,Cleveland,"3300 block of E 66th St",0,1,N/A
"July 22, 2018",Alabama,Samson,N/A,0,2,N/A
"July 21, 2018",Michigan,Detroit,"5900 block of Elmer St",0,1,N/A
"July 21, 2018","New York",Bronx,"Sedgwick Avenue and West 183rd St",0,3,N/A
"July 21, 2018",Wisconsin,Milwaukee,"2300 block of N 18th St",0,1,N/A
"July 21, 2018",Massachusetts,Topsfield,"4 Juniper Ln",0,1,N/A
"July 21, 2018","South Carolina",Inman,"Holly Springs Church Rd",0,2,N/A
"July 20, 2018",Texas,Mcallen,"6100 block of N 46th St",0,1,N/A
"July 20, 2018",Alabama,"Cedar Bluff",N/A,0,1,N/A
"July 20, 2018",Tennessee,Knoxville,"341 Merchants Dr",0,1,N/A
"July 20, 2018","West Virginia",Morgantown,"Cheat Rd and Rolling Hill",0,1,N/A
"July 20, 2018",Texas,Mcallen,"6100 block of N 46th St",0,1,N/A
"July 19, 2018",Vermont,"Wells River","3334 US 302",0,1,N/A
"July 19, 2018",Mississippi,Corinth,"Co Rd 755",0,1,N/A
"July 18, 2018",Louisiana,"New Orleans","2400 block of Urquhart St",0,1,N/A
"July 18, 2018",Florida,Dunedin,"1144 New York Ave",0,1,N/A
"July 18, 2018",Massachusetts,"West Springfield","119 Daggett Dr",0,1,N/A
"July 18, 2018",Texas,Premont,"CR 418",0,1,N/A
"July 16, 2018",Colorado,"Colorado Springs","1300 block of Sandalwood Dr",0,1,N/A
"July 15, 2018",Georgia,Lindale,"128 Doyle Rd",0,2,N/A
"July 15, 2018",Mississippi,Greenville,"1400 block of Casavechia St",0,1,N/A
"July 15, 2018",Mississippi,Hattiesburg,"5901 US 49",0,1,N/A
"July 14, 2018",Oklahoma,Davis,"6714 OK-77D",0,1,N/A
"July 14, 2018",Tennessee,Knoxville,"2630 N Broadway",0,1,N/A
"July 14, 2018",Florida,"Lake Wales","Oleander Rd",0,2,N/A
"July 13, 2018",Wisconsin,Madison,"2139 E Springs Dr",0,1,N/A
"July 13, 2018","North Dakota",Minot,"500 block of 22nd Ave NW",0,1,N/A
"July 13, 2018","North Carolina",Charlotte,"1500 block of Burton Rd",0,1,N/A
"July 12, 2018",Tennessee,"Ashland City","Cannon Rd",0,1,N/A
"July 12, 2018",Wisconsin,Russell,N/A,0,1,N/A
"July 12, 2018",Georgia,Macon,"4500 block of Ayers Rd",0,1,N/A
"July 11, 2018",Louisiana,"New Orleans","2500 block of St Roch Ave",0,1,N/A
"July 11, 2018",Louisiana,"Lake Charles","Shattuck St",0,1,N/A
"July 11, 2018",Oregon,Umatilla,"Chenowith Ave",0,1,N/A
"July 11, 2018",Michigan,Coldwater,"Hodunk Rd",0,1,N/A
"July 11, 2018",Texas,"San Antonio","7109 W Loop 1604 N",0,1,N/A
"July 11, 2018",Maine,Ellsworth,"Gary Moore Rd",0,1,N/A
"July 10, 2018",Virginia,Hampton,"I-64 and Mercury Blvd",0,1,N/A
"July 10, 2018",Texas,Cypress,"31700 block of Dunham Lake Dr",0,1,N/A
"July 10, 2018",Colorado,"Colorado Springs","8200 block of Caravel Dr",0,1,N/A
"July 9, 2018","South Carolina","Mount Pleasant","8400 block of North Highway 17",0,1,N/A
"July 9, 2018",Texas,"San Antonio","400 block of Chalmers",0,1,N/A
"July 8, 2018",Texas,"San Antonio","5518 Culebra Rd",0,1,N/A
"July 8, 2018",Louisiana,Harvey,"Tallow Tree Ln and 21st St",0,1,N/A
"July 8, 2018",Missouri,Columbia,"Prathersville Rd and Lakeside Dr",0,1,N/A
"July 8, 2018",Iowa,"Des Moines","5452 NE 22nd St",0,2,N/A
"July 8, 2018",Iowa,Waterloo,"80 block of Ricker St",0,1,N/A
"July 7, 2018",Kansas,Wichita,"600th block of N Eisenhower St",0,1,N/A
"July 7, 2018",Kentucky,Shelbyville,N/A,0,1,N/A
"July 7, 2018","South Carolina","Myrtle Beach","107 S Ocean Blvd",0,1,N/A
"July 6, 2018",Ohio,Cleveland,"Nathaniel Rd and St Clair Ave",0,1,N/A
"July 5, 2018",Oklahoma,Tulsa,"5600 block of N Garrison Ct",0,1,N/A
"July 5, 2018",Texas,Killeen,"5300 block of Waterbank Lane",0,1,N/A
"July 4, 2018",Florida,Tampa,"10165 McKinley Dr",0,1,N/A
"July 4, 2018",Washington,Renton,"13800 171st Ave SE",0,1,N/A
"July 4, 2018",Tennessee,Morristown,"807 Cleveland Ave",0,1,N/A
"July 4, 2018",Florida,"Boynton Beach","100 block of NE 11th Ave",0,1,N/A
"July 4, 2018",Pennsylvania,Ephrata,"39 E Queen St",0,2,N/A
"July 4, 2018",Texas,Houston,"4200 San Jacinto St",0,1,N/A
"July 4, 2018",Connecticut,Hartford,"1620 Main St",0,1,N/A
"July 4, 2018",Idaho,"Idaho Falls",N/A,0,1,N/A
"July 4, 2018","South Carolina",Florence,"Kuker Street",0,2,N/A
"July 3, 2018",Georgia,Roswell,"1275 Upper Hembree Rd",1,1,N/A
"July 3, 2018",Colorado,"Colorado Springs","Nonchalant Cir N",0,1,N/A
"July 2, 2018",Illinois,Chicago,"7400 block of S Rockwell St",0,1,N/A
"July 2, 2018",Mississippi,Saucier,"Reese Dr and Rashelle St",0,1,N/A
"July 1, 2018",Wisconsin,Racine,N/A,0,1,N/A
"July 1, 2018",Utah,Tooele,"684 American Way",0,1,N/A
"July 1, 2018",Missouri,Columbia,N/A,0,1,N/A
"July 1, 2018","New York",Rochester,"Frost and Jefferson Aves",0,1,N/A
"July 1, 2018",Maine,Portland,"Cumberland Ave and Mayo St",0,2,N/A
"June 30, 2018",Tennessee,Nashville,N/A,0,1,N/A
"June 30, 2018",Tennessee,Nashville,"2100 Waterford Cir",0,1,N/A
"June 30, 2018",Virginia,Richmond,"300 block of E 9th St",0,1,N/A
"June 30, 2018",Ohio,Shadyside,"200 W 36th St",0,1,N/A
"June 29, 2018","North Carolina",Lumberton,"Panther Ln",0,1,N/A
"June 29, 2018",Texas,Bryan,"E 26th Dr",0,1,N/A
"June 29, 2018",Tennessee,Lexington,"547 W Church St",0,1,N/A
"June 28, 2018","South Carolina",Columbia,"6012 N Main St",0,1,N/A
"June 28, 2018",Wisconsin,Racine,"3300 block of Pierce Blvd",0,1,N/A
"June 28, 2018",Kansas,Salina,"8429 W Farrelly Rd",0,1,N/A
"June 27, 2018",Ohio,Columbus,"1131 Polaris Pkwy",0,2,N/A
"June 27, 2018",Missouri,"Saint Louis","3200 block of S Kingshighway Blvd",0,1,N/A
"June 26, 2018",Louisiana,Shreveport,"246 E 70th St",0,1,N/A
"June 26, 2018",Virginia,Stafford,"1300 Courthouse Rd",0,1,N/A
"June 26, 2018",Nevada,"Las Vegas","7900 block of Terrace Way",0,1,N/A
"June 26, 2018",Colorado,"Colorado Springs","3800 block of Surrey Ln",0,1,N/A
"June 24, 2018",Oklahoma,"Oklahoma City","2500 block of NW 41st St",0,1,N/A
"June 24, 2018",Connecticut,Waterbury,"27 Yale St",0,1,N/A
"June 24, 2018",Florida,Melbourne,"200 block of E University Blvd",0,1,N/A
"June 24, 2018",Nevada,"Las Vegas","1000 block of Naylor Ct",0,3,N/A
"June 23, 2018","South Carolina","Myrtle Beach","1155 Dick Pond Rd",0,1,N/A
"June 23, 2018",Wisconsin,Milwaukee,N/A,0,1,N/A
"June 23, 2018",Louisiana,"Port Barre",N/A,0,1,N/A
"June 23, 2018",Louisiana,Shreveport,"100 block of Flournoy Lucas Rd",0,1,N/A
"June 22, 2018",Idaho,Cataldo,"S Robinson Creek Rd",0,1,N/A
"June 22, 2018",Michigan,"Grand Rapids","Madison Ave SE and Dickinson St SE",0,1,N/A
"June 21, 2018","West Virginia","Charleston (Cross Lanes)","5400 block of Dalewood Dr",0,2,N/A
"June 21, 2018",Ohio,Toledo,"2301 Nebraska Ave",0,1,N/A
"June 21, 2018",Indiana,Gary,"10th Ave",0,1,N/A
"June 21, 2018",California,Fresno,"400 block of N Dearing Ave",0,1,N/A
"June 20, 2018","New York",Wurtsboro,"Lakeshore Dr",0,1,N/A
"June 19, 2018",Virginia,Henrico,"Glenside Dr & W Broad St",0,1,N/A
"June 19, 2018",Iowa,"Iowa City","Valley Avenue",0,1,N/A
"June 18, 2018",Illinois,"Mount Vernon","1100 block of S 24th St",0,1,N/A
"June 18, 2018",Ohio,Cleveland,"2710 block of Cedar Ave",0,1,N/A
"June 18, 2018",Pennsylvania,Harrisburg,"1803 Boas Street",0,1,N/A
"June 17, 2018",Vermont,Concord,"106 Woodward Rd",0,1,N/A
